Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
,,,,Deal,Free,Deal,Free,,,,,,,,
6048,K.K RICE 1KG,PCS,-19,0,0,0,0,33.6,41,33.6,41,P&M,,,
10165,K.K RICE 25K.G,PCS,-6,0,0,0,0,0,978,0,1020,VANESA,,,VD5574
9732,KABAB CHINI 100G,PCS,-3,0,0,0,0,0,180,155,180,EVEREST,,,VN10106
10420,KABAB CHINI 50G,PCS,-2,0,0,0,0,0,90,0,90,-BLANK-,,,VB47418
3226,KABULI CHANA - 1KG,PCS,-25,0,0,0,0,90,96,90,96,-BLANK-,,,KC11111
8450,KABULI CHANA 500GM,PCS,13,0,0,0,0,45,48,45,48,-BLANK-,,,KC00011
2581,KACCHA MANGO 277G(POUCH),PCS,-7,0,0,0,0,43.48,50,38.82,50,PARLE,,,8901719240393
4219,KAILASA RICE 26K.G,PCS,-11,0,0,0,0,0,1675,0,1770,P&M,,,
3858,KAILASHA RICE 1 KG,PCS,-49,0,0,0,0,0,69,64,70,P&M,,,KAL0001
10311,KAJAL PLASTIC CLOTH CLIP 10PCS,PCS,-9,0,0,0,0,0,50,27.97,50,CLIPS CO.,,,KAJ10
3415,KAJU,PCS,-1,0,0,0,0,187.5,235,187.5,235,P&M,,,KA0002
3878,KAJU GOLD 250G,PCS,-2,0,0,0,0,195,240,195,240,P&M,,,
966,KAKA  JEERA (100G),PCS,-6,0,0,0,0,17.3,30,17.3,30,RM MAHARAJ,,,KAKA JEERA
9439,KAKA GOLD JEERA - 500GM,PCS,-7,0,0,0,0,129,160,122.86,160,M.P & KU.,,,KG500
10871,KAKA GOLD JEERA 100G,PCS,56,0,0,0,0,27.1,30,27.1,30,PATEL MANILAL PRABHUDAS & SONS,,,8906124680123
10874,KAKA GOLD JEERA 1K.G,PCS,13,0,0,0,0,267,310,267,310,PATEL MANILAL PRABHUDAS & SONS,,,8906124680093
4741,KAKA GOLD JEERA 250,PCS,-9,0,0,0,0,42.75,70,42.75,70,P&M,,,
10872,KAKA GOLD JEERA 500G,PCS,17,0,0,0,0,134,160,134,160,PATEL MANILAL PRABHUDAS & SONS,,,8906124680109
6299,KAKA JEERA,PCS,-1,0,0,0,0,9,27,9,27,KAKA,,,8908012768043
3109,KAKA JEERA 50GM,PCS,-2,0,0,0,0,8.5,20,8.5,20,KAKA,,,
10319,KALA NAMAK 500,PCS,-33,0,0,0,0,0,20,0,20,MULTI PURPOSE BRUSHES,,,VM21939
9712,KAPUR,PCS,-1,0,0,0,0,0,90,85,90,ZYDUS WELLNESS,,,VG18081
10388,KASHMIRI GATE RICE  25K.G,PCS,-2,0,0,0,0,0,1710,0,1720,-BLANK-,,,
985,KASHMIRI MIRCH POEDER(50G),PCS,-1,0,0,0,0,0,27,0,50,CATCH,,,8901192103017
9760,KAZOO 1.5 KG,PCS,-1,0,0,0,0,0,1125,1065,1125,AMUL,,,VM47535
9794,KAZOO 250G,PCS,-11,0,0,0,0,0,195,0,195,P&G,,,V262538
9848,KAZOO 250GM  190,PCS,-20,0,0,0,0,0,190,0,190,JYOTHY LABS,,,VG5877
10349,KAZOO 3.5 K.G FOR H,PCS,-1,0,0,0,0,0,2625,0,2625,HUL,,,VH2648
9844,KAZOO 500G FOR H,PCS,-1,0,0,0,0,0,375,0,375,JYOTHY LABS,,,VE41640
9768,KEBAB CHINI 20G,PCS,-1,0,0,0,0,0,40,0,40,AMUL,,,VS16013
10008,KELLOGG'S CHOCOS 250G,PCS,9,0,0,0,0,123.85,135,104.96,135,KELLOGG'S,,,8901499010711
10006,KELLOGG'S CHOCOS 385G,PCS,6,0,0,0,0,169.71,185,143.83,185,KELLOGG'S,,,8901499010728
10007,KELLOGG'S CHOCOS 715G,PCS,7,0,0,0,0,302.76,330,256.57,330,KELLOGG'S,,,8901499007971
10010,KELLOGG'S CORN FLAKES 250G,PCS,-1,0,0,0,0,90.82,99,76.97,100,KELLOGG'S,,,8901499008183
10009,KELLOGG'S CORN FLAKES 475G,PCS,12,0,0,0,0,174.33,190,147.72,190,KELLOGG'S,,,8901499008190
8561,KELLOGG'S CORN FLAKES ORIGINAL 290GM,PCS,9,0,0,0,0,90.82,99,76.97,99,KELLOGG'S,,,8901499009135
9497,KERAO DAAL,PCS,-252,0,0,0,0,0,64,0,64,PATANJALI,,,KD00011
1562,KESH KANTI ANTI DANDRUFF 200ML,PCS,4,0,0,0,0,97.95,110,83.01,110,PATANJALI,,,8904109450600
1567,KESH KANTI MILK PROTEIN,PCS,-1,0,0,0,0,84.6,95,71.69,95,PATANJALI,,,8904109450365
1556,KESH KANTI NATURAL HAIR CLEANS,PCS,4,0,0,0,0,80.14,90,67.92,90,PATANJALI,,,8904109450020
1555,KESH KANTI REETHA HAIR CLEANSER 200ML,PCS,6,0,0,0,0,84.6,95,71.69,95,PATANJALI,,,8904109450495
3334,KESH KING 340ML SHAMPOO,3PCS,-1,0,0,0,0,177.97,210,170.86,210,EMAMI LTD,,,
1648,KESH KING HAIR OIL 300ML,PCS,2,0,0,0,0,288.68,330,268.49,330,EMAMI LTD,,,8901248297127
1656,KESH KING HAIR OIL 60ML,PCS,4,0,0,0,0,67.8,80,65.09,80,EMAMI LTD,,,8901248297158
10599,KEYA EASY COOK MACARONI 200G,PCS,-7,0,0,0,0,16.66,20,14.87,20,KEYAFOODS,,,8906066209383
10601,KEYA MIXED HERBS 20G,PCS,2,0,0,0,0,91,109,91,109,KEYAFOODS,,,8906066200564
10600,KEYA OREGANO 12G,PCS,4,0,0,0,0,91,109,91,109,KEYAFOODS,,,8906066200571
8026,KEYA PASTA SEASONING 45G,PCS,3,0,0,0,0,91.01,109,81.25,109,KEYAFOODS,,,8906066201714
727,KEYA PENNE PASTA 400G,PCS,4,0,0,0,0,70,140,62.5,140,KEYAFOODS,,,8906066202117
8513,KEYA PIRI PIRI 80G,PCS,6,0,0,0,0,91,109,81.25,109,KEYAFOODS,,,8906066202476
10603,KEYA PIRI PIRI MASALA 30G,PCS,1,0,0,0,0,25,30,22.32,30,KEYAFOODS,,,8906066206238
8023,KEYA PIZZA SEASONING 45G,PCS,3,0,0,0,0,91.01,109,81.25,109,KEYAFOODS,,,8906066201721
8512,KEYA PLZZA CHILLI 70G,PCS,1,0,0,0,0,74.16,89,70.63,89,KEYAFOODS,,,8906066202568
7877,KHARA GRAM MASALA 100G,PCS,-40,0,0,0,0,0,125,0,125,-BLANK-,,,789789
3432,KHARA GRAM MASALA 50GM,PCS,-7,0,0,0,0,23.5,60,23.5,65,P&M,,,18903005
4813,KHILA KHILA RICE 1KG,PCS,-67,0,0,0,0,33.62,39,33.6,42,P&M,,,
9557,KHIR CHAWAL,PCS,-99,0,0,0,0,0,100,75,100,BLANK,,,KH0011
9758,KHIR CHAWAL 20K.G,PCS,-1,0,0,0,0,0,79,75,78,AMUL,,,VA54782
9746,KHIR RICE - 250G,PCS,-16,0,0,0,0,0,20,0,22,EVEREST,,,
9745,KHIR RICE - 500G,PCS,-52,0,0,0,0,0,40,0,43,EVEREST,,,
9727,KHIRA  SEEDS 500G,PCS,-2,0,0,0,0,0,180,170,180,EVEREST,,,VE4112
10673,KHIRA SEEDS 100G,PCS,-2,0,0,0,0,0,40,35,40,-BLANK-,,,VP13937
11269,KHIRA SEEDS 250GM,PCS,-1,0,0,0,0,0,85,0,85,GOWARDHAN,,,VG42508
10429,KHIRA SEEDS 600GM,PCS,-1,0,0,0,0,0,192,0,192,-BLANK-,,,VC6337
3201,KINDER JOY,PCS,3,0,0,0,0,39.16,45,33.9,45,KINDER,,,80924517
10710,KING UNCLE ALMONDS 250G,PCS,-7,0,0,0,0,182.5,301,162.95,301,GOLDEN VALLEY OVERSEAS,,,8906127410628
11048,KING UNCLE CALIFORNIA PISTACHIOS 250G,PCS,8,0,0,0,0,250,510,223.21,510,GOLDEN VALLEY OVERSEAS,,,
9923,KING UNCLE DRY DATES 500G,PCS,2,0,0,0,0,150,271,133.93,271,GOLDEN VALLEY OVERSEAS,,,8906127410215
10761,KING UNCLE GREEN RAISINS 250G,PCS,45,0,0,0,0,97.5,201,92.86,201,GOLDEN VALLEY OVERSEAS,,,8906127410598
11249,KING UNCLE WALNUT KERNALS 250GM,PCS,9,0,0,0,0,249.99,500,238.09,500,GOLDEN VALLEY OVERSEAS,,,8906127410383
11083,KISAAN MIXED FRUIT JAM 500G,PCS,7,0,0,0,0,151.38,165,135.16,165,HUL,,,8901030850400
9789,KISHMISH 100G INDIAN,PCS,6,0,0,0,0,22,30,20.95,30,ABC RAISINS,,,K100I
9845,KISHMISH 1KG FOR H,PCS,-13,0,0,0,0,0,240,0,240,JYOTHY LABS,,,VK40268
9465,KISHMISH 250G INDIAN,PCS,-108,0,0,0,0,55,80,52.38,80,ABC RAISINS,,,K250I
11203,KISHMISH 250G MRP 65,PCS,-1,0,0,0,0,0,65,53,65,-BLANK-,,,VD52399
9819,KISHMISH 500G INDIAN,PCS,-100,0,0,0,0,115,160,109.53,160,ABC RAISINS,,,K500I
6881,KISMI ELAICHI TOFFEES 245G,PCS,-20,0,0,0,0,43.47,50,38.81,120,PARLE,,,8901719221217
9414,KISMI9S -500GM,PCS,-3,0,0,0,0,0,135,0,120,RECKITT BENCKISER,,,
9432,KISMIS - 500GM,PCS,-31,0,0,0,0,0,135,0,140,P&G,,,
11066,KISSAN CHILLI TOMATO SAUCE 500G,PCS,4,0,0,0,0,105.5,115,94.2,115,KISSAN,,,8901030660283
6951,KISSAN CHOTU FRESH TOMAT,PCS,23,0,0,0,0,13.21,15,12.29,15,HUL,,,8901030897559
10197,KISSAN FRESH TOMATO KETCHUP 425G,PCS,19,0,0,0,0,45.87,50,40.96,50,HUL,,,8901030794193
7722,KISSAN FRESH TOMATO SAUCE 900G,PCS,-1,0,0,0,0,89.9,100,81.91,100,HUL,,,8901030887727
10099,KISSAN MANGO JAM 490G,PCS,2,0,0,0,0,165.13,180,147.44,180,HUL,,,8901030540707
9437,KISSAN MIXED FRUIT JAM 20,PCS,-8,0,0,0,0,18.34,20,16.38,20,HUL,,,8901030897689
9285,KISSAN MIXED FRUIT JAM 200G,PCS,12,0,0,0,0,66.06,72,58.98,72,HUL,,,8901030831690
9209,KISSAN MIXED FRUIT JAM 500G,PCS,-2,0,0,0,0,146.79,160,131.06,160,HUL,,,8901030831706
3449,KISSAN TOMATO KETCHUP425G,PCS,-2,0,0,0,0,44.96,50,40.96,50,HUL,,,
6432,KIT KAT 12.8G,PCS,-22,0,0,0,0,9.09,10,7.7,10,HUL,,,
1094,KIT KAT 3F 20,PCS,-13,0,0,0,0,17.64,20,15.41,20,NESTLE,,,8901058144345
11039,KIWI 2 IN 1 BRUSH,PCS,7,0,0,0,0,72.71,80,61.62,80,BRILLON CONSUMER,,,8906006432482
9663,KIWI SHOE POLISH 15G,PCS,8,0,0,0,0,31,36,26.27,36,BRILLON CONSUMER,,,8906006432413
9664,KIWI SHOE POLISH 40G,PCS,4,0,0,0,0,56,63,47.46,63,BRILLON CONSUMER,,,8906006432468
10356,KNORR HOT & SOUR SOUP 43G,PCS,2,0,0,0,0,50.46,55,42.76,55,KNORR,,,8901030827259
9284,KNORR HOT & SOUR VEG 11G,PCS,16,0,0,0,0,8.54,10,7.78,10,KNORR,,,8901030743160
11170,KNORR HOT & SOUR VEGETABLE SOUP 41G,PCS,22,0,0,0,0,51.19,60,46.65,60,HUL,,,8901030900112
10354,KNORR INSTANT SOUP MANCHOW 12G,PCS,2,0,0,0,0,9.18,10,7.78,10,NESTLE,,,8901030530333
10355,KNORR MIXED VEGETABLE SOUP 10G,PCS,-5,0,0,0,0,9.18,10,7.78,10,KNORR,,,8901030743139
10357,KNORR MIXED VEGETABLE SOUP 42G,PCS,1,0,0,0,0,50.46,55,42.76,55,KNORR,,,8901030824739
8310,KNORR SWEET CORN VEG 10G,PCS,10,0,0,0,0,8.65,10,7.78,10,HUL,,,8901030743146
9283,KNORR THICK TOMATO SOUP 53G,PCS,11,0,0,0,0,50.46,55,42.76,55,KNORR,,,8901030824753
9641,KNORR TOMATO SOUP 10RS,PCS,-10,0,0,0,0,9.18,10,7.78,10,KNORR,,,8901030757501
1274,KRACK HEEL REPAIR 25G,PCS,5,0,0,0,0,82.61,95,73.76,95,RECKITT BENCKISER,,,8901177200250
10460,KURKURE MASALA MUNCH 20,PCS,26,0,0,0,0,17.41,20,16.19,20,PEPSICO INDIA HOLDINGS,,,8901491100519
2793,KURKURE MASALA MUNCH 45G,PCS,41,0,0,0,0,8.73,10,8.12,10,PEPSICO,,,8901491361026
11156,KUSIYA KERAO 250G,PCS,-1,0,0,0,0,0,15,0,15,-BLANK-,,,VT64840
1658,L'OREAL PARIS EXCELLENCE 3 25G,PCS,2,0,0,0,0,231.24,259,195.97,259,LOREAL,,,8901526104253
1551,L'╓REAL PARIS EXCELLENCE 1 25G,PCS,2,0,0,0,0,231.25,259,195.97,259,LOREAL,,,8901526104260
11018,LADO SHREE 24K 1K.G,PCS,-18,0,0,0,0,0,50,44,47,-BLANK-,,,VS52775
9200,LADO SHREE BIRYANI RICE 1.KG,PCS,-18,0,0,0,0,50.24,57,50.24,52,P&M,,,
10967,LADO SHRI 24K 26KG,PCS,-1,0,0,0,0,1142,1170,1142,1170,-BLANK-,,,VL50960
10485,LAK FACE SHEER 4G,PCS,2,0,0,0,0,372.81,425,315.94,425,HUL,,,8901030226618
1166,LAK FS NAIL D416 9M,PCS,1,0,0,0,0,99.66,120,86.18,120,LAKME,,,8901030205149
532,LAKME 9TO5 ALOE AQUA GEL,PCS,6,0,0,0,0,181.58,225,167.26,225,LAKME,,,8901030685194
10239,LAKME 9TO5 BLUESCAPE 6ML,PCS,2,0,0,0,0,146.43,180,129.27,180,LAKME,,,8901030735943
10238,LAKME 9TO5 INDIGOINK 6ML,PCS,1,0,0,0,0,143.38,180,129.27,180,LAKME,,,8901030735936
10666,LAKME 9TO5 LIPSTICK MP2 RUBY RUSH,PCS,1,0,0,0,0,398.34,500,359.09,500,HUL,,,8901030794360
10665,LAKME 9TO5 LIPSTICK MR1RED LETTER,PCS,1,0,0,0,0,398.34,500,359.09,500,HUL,,,8901030794292
10669,LAKME 9TO5 LIPSTICK PINK ROSE,PCS,1,0,0,0,0,418.27,525,377.05,525,HUL,,,8901030815966
9112,LAKME 9TO5 MATTE COMPLEXION COMPACT MELON MAT,PCS,6,0,0,0,0,460.53,525,390.28,525,LAKME,,,8901030463617
8499,LAKME 9TO5 MATTE MOIST TONER 60ML,PCS,2,0,0,0,0,218.42,249,185.1,249,LAKME,,,8901030810954
2740,LAKME 9TO5 MOUSSE ROSE FOUNDATION 6G,PCS,3,0,0,0,0,149.12,170,126.38,170,LAKME,,,8901030678264
10667,LAKME 9TO5 MP5 MAROONMIX LIPSTICK,PCS,1,0,0,0,0,398.34,500,359.09,500,HUL,,,8901030794742
10240,LAKME 9TO5 NAIL COLOR BERRYBUSINESS 6ML,PCS,3,0,0,0,0,151.36,190,136.46,180,LAKME,,,8901030735820
8751,LAKME 9TO5 NAIL COLOR BLUSHPUNCH,PCS,3,0,0,0,0,143.39,180,129.27,180,LAKME,,,8901030735837
10237,LAKME 9TO5 NAIL COLOR REDALERT 6ML,PCS,5,0,0,0,0,151.37,190,136.46,190,LAKME,,,8901030735776
531,LAKME 9TO5 NIGHT CREME 50G,PCS,1,0,0,0,0,349.99,399,296.61,399,HUL,,,8901030685231
5795,LAKME 9TO5 P+M POWDER FOUNDATION 01 IVORY CRE,PCS,3,0,0,0,0,526.33,600,446.03,600,LAKME,,,8901030654886
10693,LAKME 9TO5 VIT C+ SERUM,PCS,2,0,0,0,0,236.05,299,222.27,299,HUL,,,8901030893469
10510,LAKME 9TO5 VITAMIN C CLAY MASK 50G,PCS,2,0,0,0,0,262.27,299,222.27,299,HUL,,,8901030860690
10502,LAKME 9TO5 WEIHTLESS VANILLA 25G,PCS,1,0,0,0,0,545.93,635,472.05,635,LAKME,,,8901030569210
10517,LAKME ABSOLUTE DAY CREME 50G,PCS,1,0,0,0,0,393.86,449,333.78,449,HUL,,,8901030858819
10518,LAKME ABSOLUTE FRESH LIFE NIGHT CREME 50G,PCS,1,0,0,0,0,437.73,499,370.95,499,HUL,,,8901030858826
8808,LAKME ABSOLUTE PERFECT RADIANCE 50G,PCS,6,0,0,0,0,289.48,330,245.32,330,LAKME,,,8901030860386
10020,LAKME ABSOLUTE PORE FIX TONER 60ML,PCS,3,0,0,0,0,262.29,299,222.27,299,LAKME,,,8901030536212
10692,LAKME ABSOLUTE WET & DRY COMPACT 03 GOLDEN,PCS,1,0,0,0,0,723.69,825,613.29,825,HUL,,,8901030366734
10482,LAKME ARGAN OIL OIL IN GEL 50G,PCS,1,0,0,0,0,613.16,699,519.63,699,HUL,,,8901030733512
10481,LAKME ARGAN OIL RADIANCE OIL-IN-CREME-50G,PCS,1,0,0,0,0,788.59,899,668.3,899,HUL,,,8901030650284
1171,LAKME BAG LEMON GEL FW 100G,PCS,3,0,0,0,0,188.43,240,178.41,240,LAKME,,,8901030732867
4444,LAKME BLUSH&GLOW,PCS,-3,0,0,0,0,0,115,0,115,LAKME,,,8901030732874
9810,LAKME BRIGHTENING LIGHT CREME 50G,PCS,3,0,0,0,0,393.87,449,333.78,449,LAKME,,,8901030860348
9811,LAKME BRIGHTENING NIGHT CREME 50G,PCS,1,0,0,0,0,416.68,475,353.11,475,LAKME,,,8901030860355
8818,LAKME CC CARE CREAM 01 BEIGE 9G,PCS,1,0,0,0,0,91.2,110,81.77,110,LAKME,,,8901030789106
10245,LAKME CC NAILART M4,PCS,2,0,0,0,0,123.47,155,111.32,155,LAKME,,,8901030749049
10242,LAKME COLOR CRUSH 11,PCS,1,0,0,0,0,135.41,170,122.09,170,LAKME,,,8901030358173
8457,LAKME COLOR CRUSH 19,PCS,1,0,0,0,0,135.41,170,122.09,170,LAKME,,,8901030358258
9056,LAKME COLOR CRUSH 27,PCS,2,0,0,0,0,146.44,180,129.27,180,LAKME,,,8901030425363
10236,LAKME COLOUR CRUSH 21,PCS,3,0,0,0,0,143.38,180,129.27,180,LAKME,,,8901030356636
10691,LAKME COLOUR CRUSH 31 9ML,PCS,1,0,0,0,0,146.44,180,129.27,180,HUL,,,8901030425400
9801,LAKME COMPLEXION CARE BRONZE 9G,PCS,2,0,0,0,0,91.2,110,81.77,110,LAKME,,,8901030789113
9775,LAKME ENRICH MATTE LIPSTICK 320,PCS,2,0,0,0,0,254.91,320,229.82,320,HUL,,,8901030586958
9753,LAKME ENRICH MATTE LIPSTICK PM15,PCS,10,0,0,0,0,254.94,320,229.82,320,HINDUSTAN UNILEVER,,,8901030586590
10664,LAKME ENRICH MATTE LIPSTICK RM16,PCS,3,0,0,0,0,254.94,320,229.82,320,HUL,,,8901030633058
10663,LAKME ENRICH MATTE LIPSTICK RM18,PCS,1,0,0,0,0,254.94,320,229.82,320,HUL,,,8901030633072
10845,LAKME EYECONIC EYELINER 4.5ML,PCS,2,0,0,0,0,228.06,260,193.28,260,LAKME,,,8901030872730
10506,LAKME EYECONIC KAJAL BLACK 190,PCS,6,0,0,0,0,161.66,190,141.24,190,HUL,,,8901030763199
9817,LAKME EYECONIC LINER PEN BLOCK TIP 1ML,PCS,1,0,0,0,0,438.6,500,371.69,500,LAKME,,,8901030667121
10516,LAKME EYECONIC REGAL GREEN 0.35G,PCS,1,0,0,0,0,241.23,275,204.43,275,HUL,,,8901030568787
454,LAKME EYELINER 1,PCS,5,0,0,0,0,120.34,140,104.07,140,LAKME,,,8901030175046
9776,LAKME FACEIT COMPACT MARBLE 9G,PCS,6,0,0,0,0,144.66,170,126.38,170,HUL,,,8901030843082
10513,LAKME HAND CREAM MATCHA 50G,PCS,1,0,0,0,0,218.42,249,185.1,249,HUL,,,8901030858741
10512,LAKME HAND CREME MULBERRY 30G,PCS,1,0,0,0,0,218.42,249,185.1,249,HUL,,,8901030858734
10511,LAKME HYDRA PRO SERUM 32ML,PCS,1,0,0,0,0,700.75,799,593.86,799,HUL,,,8901030866302
9752,LAKME INSTA LINER BLUE,PCS,2,0,0,0,0,111.75,130,96.64,130,HINDUSTAN UNILEVER,,,8901030719165
10842,LAKME INVISIBLE FOUNDATION 02 25ML,PCS,2,0,0,0,0,285.07,325,241.6,325,LAKME,,,8901030289361
10488,LAKME KAJAL 2G,PCS,3,0,0,0,0,65.78,75,55.75,75,HUL,,,8901030174827
8811,LAKME KIWI CRUSH FACE WASH 50G,PCS,-6,0,0,0,0,90.29,115,85.49,115,LAKME,,,8901030734052
9818,LAKME LINER PEN FINE TIP,PCS,1,0,0,0,0,438.6,500,371.69,500,LAKME,,,8901030667114
412,LAKME LIP LOVE APRICOT 4.5G,PCS,3,0,0,0,0,105.27,150,111.51,150,LAKME,,,8901030713972
10689,LAKME LIP LOVE INSTA PINK 4.5G,PCS,2,0,0,0,0,105.27,150,111.51,150,HUL,,,8901030713996
10688,LAKME LIP LOVE STRAWBERRY 4.5G,PCS,2,0,0,0,0,105.27,150,111.51,150,HUL,,,8901030713958
410,LAKME LIP LOVE(CHERRY),PCS,4,0,0,0,0,105.26,150,111.51,150,LAKME,,,8901030713941
10508,LAKME LIQUID LIP COLOUR CORAL CANDY,PCS,3,0,0,0,0,234.99,295,211.86,295,HUL,,,8901030758935
10509,LAKME LIQUID LIP COLOUR RED CHERRY,PCS,3,0,0,0,0,234.99,295,211.86,295,HUL,,,8901030790522
10507,LAKME LIQUID LIP COLOUR RED VELVET,PCS,2,0,0,0,0,235,295,211.86,295,HUL,,,8901030758867
440,LAKME LIQUID LIP COLOURCRIMSON ROSE,PCS,2,0,0,0,0,235,295,211.86,295,HUL,,,8901030758881
10888,LAKME LUMI CREAM 30G,PCS,7,0,0,0,0,249.17,299,222.27,299,LAKME,,,8901030846113
10244,LAKME NAIL ART M20,PCS,3,0,0,0,0,123.47,155,111.32,155,LAKME,,,8901030749230
10844,LAKME NAIL COLOR REMOVER 27ML,PCS,1,0,0,0,0,80.85,99,69.92,99,LAKME,,,8901030175039
6088,LAKME PEACH MILK,PCS,-2,0,0,0,0,79.89,110,73.59,110,HINDUSTAN UNILEVER,,,8901030821226
9055,LAKME PEACH MILK MOISTURISER 120ML,PCS,-2,0,0,0,0,160.59,199,147.93,199,LAKME,,,8901030863776
10019,LAKME PEACH MILK SOFT CREME 180,PCS,4,0,0,0,0,141.33,180,133.81,180,LAKME,,,8901030865305
9802,LAKME PEACH MILK SPF 24 120ML,PCS,5,0,0,0,0,211.97,270,200.71,270,LAKME,,,8901030855948
9803,LAKME PEACH MILK SPF 24 60ML,PCS,2,0,0,0,0,109.91,140,104.07,140,LAKME,,,8901030855924
1183,LAKME PERFECT RADIANCE COMPACT SPF23 01,PCS,5,0,0,0,0,170.19,200,148.68,200,LAKME,,,8901030645174
10891,LAKME PERFECT RADIANCE FACIAL KIT 40G,PCS,2,0,0,0,0,260.98,350,260.19,350,LAKME,,,8901030780110
8813,LAKME PRIMER+MATTE FOUNDATION,PCS,3,0,0,0,0,421.05,500,371.69,500,LAKME,,,8901030742811
9814,LAKME SHEET MASK WATERMELON 25ML,PCS,1,0,0,0,0,77.2,100,74.34,100,LAKME,,,8901030839726
9779,LAKME SUN EXPERT 120ML,PCS,3,0,0,0,0,285.82,360,267.62,360,HUL,,,8901030764936
10840,LAKME SUN EXPERT SPF 24 50ML,PCS,3,0,0,0,0,173.67,225,167.26,225,LAKME,,,8901030866142
1189,LAKME SUN EXPERT SPF 30 50ML,PCS,2,0,0,0,0,212.27,275,204.43,275,LAKME,,,8901030764813
10841,LAKME SUN EXPERT SPF 50 50ML,PCS,1,0,0,0,0,250.86,325,241.6,325,LAKME,,,8901030764837
1199,LAKME TR.WR.NR.ENA TT20 9MJ,PCS,3,0,0,0,0,103.81,125,89.77,125,LAKME,,,8901030175534
10235,LAKME TRUE COLOR CRUSH 22,PCS,3,0,0,0,0,143.38,180,129.27,180,LAKME,,,8901030356643
10233,LAKME TRUE COLOR CRUSH 42,PCS,3,0,0,0,0,135.42,170,122.09,170,LAKME,,,8901030448522
10234,LAKME TRUE COLOR CRUSH 43,PCS,2,0,0,0,0,135.42,170,122.09,170,LAKME,,,8901030448539
1179,LAKME TRUE WEAR NAIL COLOR 504,PCS,2,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030561504
10847,LAKME TRUE WEAR NAIL COLOR 505,PCS,2,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030582899
10846,LAKME TRUE WEAR NAIL COLOR 506,PCS,2,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030582905
10850,LAKME TRUE WEAR NAIL COLOR D415,PCS,1,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030205125
10848,LAKME TRUE WEAR NAIL COLOR D416,PCS,2,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030205149
10849,LAKME TRUE WEAR NAIL COLOR D417,PCS,2,0,0,0,0,99.57,125,89.77,125,LAKME,,,8901030205163
1202,LAKME TWNC 1-BW 401 9M,PCS,3,0,0,0,0,99.66,120,86.18,120,LAKME,,,8901030175282
10514,LAKME WET & DRY COMPACT 01 CLASSIC IVORY,PCS,1,0,0,0,0,745.62,850,631.88,850,HUL,,,8901030366727
10246,LAKMECC NAILART M16,PCS,2,0,0,0,0,123.47,155,111.32,155,LAKME,,,8901030749162
10161,LAL MIRCH 1 KG,PCS,-1,0,0,0,0,0,200,0,200,P&G,,,VH13217
8061,LAL MIRCH 100G,PCS,-22,0,0,0,0,17,21,17,22,P&M,,,LM100
10707,LALL'S ACHAR PACHRANGA 5K.G,PCS,1,0,0,0,0,203.29,300,181.49,300,LALL'S,,,8906023970042
764,LALL'S BABY CORN 800G,PCS,3,0,0,0,0,97.85,170,97.87,170,LALL'S,,,8906003950392
9540,LALL'S CORN FLAKES,PCS,8,0,0,0,0,78.07,130,66.17,130,LALL'S,,,8906003950323
9539,LALL'S GREEN CHILLI SAUCE 700G,PCS,-23,0,0,0,0,53.3,75,47.6,75,LALL'S,,,8906003950101
10461,LALL'S MANGO PICKLE 300G,PCS,11,0,0,0,0,40.02,60,35.73,60,LALL'S,,,8906023970066
9683,LALL'S MANGO PICKLE 500G,PCS,1,0,0,0,0,61.68,85,55.09,85,LALL'S,,,8906023970073
5117,LALL'S MIX FRUIT JAM 500GM,PCS,23,0,0,0,0,71.52,100,63.86,100,LALL'S,,,8906003950224
5113,LALL'S MIX PICKLE 1 KG,PCS,15,0,0,0,0,84.63,140,75.57,140,LALL'S,,,8906023970035
10706,LALL'S MIXED PICKLE 150G,PCS,38,0,0,0,0,22.69,35,20.26,35,LALL'S,,,8906023970523
8308,LALL'S MIXED PICKLE IN OIL 300G,PCS,10,0,0,0,0,40.02,60,35.73,60,LALL'S,,,8906023970011
826,LALL'S MIXED PICKLE IN OIL 500G,PCS,8,0,0,0,0,61.7,85,55.09,85,LALL'S,,,8906023970028
9541,LALL'S MUSTARD SAUCE 300G,PCS,-2,0,0,0,0,29.8,50,26.61,50,LALL'S,,,8906003950200
9542,LALL'S MUSTARD SAUCE 600GM,PCS,7,0,0,0,0,52.38,70,46.78,70,LALL'S,,,8906003950460
10966,LALL'S RED CHILLI PICKLE 500G,PCS,6,0,0,0,0,104.19,130,93.02,130,LALL'S,,,8906023970158
10200,LALL'S RED CHILLI SAUCE 700G,PCS,10,0,0,0,0,54.72,75,48.87,75,LALL'S,,,8906003950149
9544,LALL'S SOYA SAUCE 750ML,PCS,-9,0,0,0,0,53.51,75,47.78,75,LALL'S,,,8906003950125
767,LALL'S TOMATO PUREE 850G,PCS,16,0,0,0,0,75.22,110,67.17,110,LALL'S,,,8906003950453
